sample_index,stratum,player_url,expected_afltables_identity,child_status,outcome,reason_codes,visible_name,title_birth_year,retained_birth_year,retained_debut_season,retained_last_season,retained_career_games,earliest_recruitment_year,earliest_recruitment_event_type,numeric_suffix,continuity_rule_url,name_variant,known_exception_class,ledger_status,weak_evidence,operator_review_required,missing_fields
795,random,https://www.draftguru.com.au/players/ricky_dyson/1,players/R/Ricky_Dyson.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Ricky Dyson,1985,1985,2004,2012,114,2003,National,False,False,False,,none,False,False,
796,random,https://www.draftguru.com.au/players/jake_rogers/1,players/J/Jake_Rogers.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jake Rogers,2005,2005,2024,2025,18,2023,National,False,False,False,,none,False,False,
797,random,https://www.draftguru.com.au/players/david_teague/1,players/D/David_Teague.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,David Teague,1981,1981,2001,2006,83,2000,Rookie,False,False,False,,none,False,False,
798,random,https://www.draftguru.com.au/players/matthew_spangher/1,players/M/Matthew_Spangher.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Matthew Spangher,1987,1987,2008,2016,56,2005,National,False,False,False,,none,False,False,
799,random,https://www.draftguru.com.au/players/jeremy_howe/1,players/J/Jeremy_Howe.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jeremy Howe,1990,1990,2011,2025,271,2010,National,False,False,False,,none,False,False,
800,random,https://www.draftguru.com.au/players/luke_mccabe/1,players/L/Luke_McCabe.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Luke McCabe,1976,1976,1995,2004,138,1993,National,False,False,False,,none,False,False,
801,random,https://www.draftguru.com.au/players/greg_bentley/1,players/G/Greg_Bentley.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Greg Bentley,1987,1987,2006,2009,26,2005,Rookie,False,False,False,,none,False,False,
802,random,https://www.draftguru.com.au/players/jason_castagna/1,players/J/Jason_Castagna.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jason Castagna,1996,1996,2016,2022,134,2014,Rookie,False,False,False,,none,False,False,
803,random,https://www.draftguru.com.au/players/simon_white/1,players/S/Simon_White.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Simon White,1988,1988,2010,2017,87,2009,Rookie,False,False,False,,none,False,False,
804,random,https://www.draftguru.com.au/players/paul_thomas/1,players/P/Paul_Thomas.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Paul Thomas,1982,1982,2005,2005,8,2001,Rookie,False,False,False,,none,False,False,
805,random,https://www.draftguru.com.au/players/toby_greene/1,players/T/Toby_Greene.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Toby Greene,1993,1993,2012,2025,261,2011,National,False,False,False,,none,False,False,
806,random,https://www.draftguru.com.au/players/stephen_oliver/1,players/S/Stephen_Oliver.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Stephen Oliver,1971,1971,1992,1994,13,1987,,False,False,False,,none,False,False,
807,random,https://www.draftguru.com.au/players/josh_mellington/1,players/J/Josh_Mellington.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Josh Mellington,1992,1993,2011,2013,6,2010,National,False,False,False,,none,False,False,
808,random,https://www.draftguru.com.au/players/rhys_unwin/1,players/R/Rhys_Unwin.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Rhys Unwin,2006,2006,2025,2025,3,2024,National,False,False,False,,none,False,False,
809,random,https://www.draftguru.com.au/players/shayne_stevenson/1,players/S/Shayne_Stevenson.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Shayne Stevenson,1970,1970,1991,1997,45,1989,National,False,False,False,,none,False,False,
810,random,https://www.draftguru.com.au/players/tim_rieniets/1,players/T/Tim_Rieniets.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Tim Rieniets,1966,1966,1990,1991,24,1989,Pre-Season,False,False,False,,none,False,False,
811,random,https://www.draftguru.com.au/players/callum_wilson/1,players/C/Callum_Wilson.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Callum Wilson,1988,1988,2009,2010,7,2007,Rookie,False,False,False,,none,False,False,
812,random,https://www.draftguru.com.au/players/ben_miller/1,players/B/Ben_Miller.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Ben Miller,1999,1999,2021,2025,69,2017,National,False,False,False,,none,False,False,
813,random,https://www.draftguru.com.au/players/luke_williams/1,players/L/Luke_Williams.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Luke Williams,1979,1979,1999,2005,51,1997,Rookie,False,False,False,,none,False,False,
814,random,https://www.draftguru.com.au/players/luke_norman/1,players/L/Luke_Norman.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Luke Norman,1971,1972,1995,1996,16,1994,National,False,False,False,,none,False,False,
815,random,https://www.draftguru.com.au/players/llane_spaanderman/1,players/L/Llane_Spaanderman.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Llane Spaanderman,1986,1986,2005,2005,3,2003,National,False,False,False,,none,False,False,
816,random,https://www.draftguru.com.au/players/mitch_clisby/1,players/M/Mitch_Clisby.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Mitch Clisby,1990,1990,2013,2013,8,2012,Rookie,False,False,False,,none,False,False,
817,random,https://www.draftguru.com.au/players/tom_logan/1,players/T/Tom_Logan.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Tom Logan,1985,1985,2005,2014,117,2003,National,False,False,False,,none,False,False,
818,random,https://www.draftguru.com.au/players/max_lynch/1,players/M/Max_Lynch.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Max Lynch,1998,1998,2020,2023,11,2016,Rookie,False,False,False,,none,False,False,
819,random,https://www.draftguru.com.au/players/tyler_sellers/1,players/T/Tyler_Sellers.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Tyler Sellers,2002,2002,2024,2024,2,2023,Post-Draft,False,False,False,,none,False,False,
820,random,https://www.draftguru.com.au/players/craig_mcrae/1,players/C/Craig_McRae.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Craig McRae,1973,1973,1995,2004,195,1992,Pre-Season,False,False,False,,none,False,False,
821,random,https://www.draftguru.com.au/players/timmy_sumner/1,players/T/Timmy_Sumner.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Timmy Sumner,1994,1994,2013,2014,17,2012,National,False,False,False,,none,False,False,
822,random,https://www.draftguru.com.au/players/paul_evans/1,players/P/Paul_Evans.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Paul Evans,1978,1979,1998,1998,6,1996,Pre-Draft,False,False,False,,none,False,False,
823,random,https://www.draftguru.com.au/players/blake_acres/1,players/B/Blake_Acres.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Blake Acres,1995,1995,2014,2025,187,2013,National,False,False,False,,none,False,False,
824,random,https://www.draftguru.com.au/players/matthew_carr/1,players/M/Matthew_Carr.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Matthew Carr,1978,1979,1999,2008,162,1995,National,False,False,False,,none,False,False,
825,random,https://www.draftguru.com.au/players/garry_phillips/1,players/G/Garry_Phillips.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Garry Phillips,1968,1968,1990,1990,3,1988,Pre-Season,False,False,False,,none,False,False,
826,random,https://www.draftguru.com.au/players/nick_hanson/1,players/N/Nick_Hanson.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Nick Hanson,1973,1973,1993,1993,1,1992,Pre-Season,False,False,False,,none,False,False,
827,random,https://www.draftguru.com.au/players/ben_speight/1,players/B/Ben_Speight.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Ben Speight,1990,1990,2010,2011,10,2008,Rookie,False,False,False,,none,False,False,
828,random,https://www.draftguru.com.au/players/daniel_wulf/1,players/D/Daniel_Wulf.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Daniel Wulf,1980,1980,2001,2003,30,1998,Pre-Season,False,False,False,,none,False,False,
829,random,https://www.draftguru.com.au/players/wayne_lamb/1,players/W/Wayne_Lamb.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,Wayne Lamb,1972,1972,1992,1996,21,,,False,False,False,,none,False,False,
830,random,https://www.draftguru.com.au/players/lachie_sullivan/1,players/L/Lachlan_Sullivan.html,bridged,offline_strong,NAME_VARIANT;BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Lachie Sullivan,1997,1997,2024,2025,24,2023,Post-Draft,False,False,True,,none,False,True,
831,random,https://www.draftguru.com.au/players/cooper_trembath/1,players/C/Cooper_Trembath.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Cooper Trembath,2005,2005,2025,2025,3,2024,Mid-Season,False,False,False,,none,False,False,
832,random,https://www.draftguru.com.au/players/sam_fisher/1,players/S/Sam_Fisher.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Sam Fisher,1982,1982,2004,2016,228,2003,National,False,False,False,,none,False,False,
833,random,https://www.draftguru.com.au/players/jamie_bennell/1,players/J/Jamie_Bennell.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Jamie Bennell,1990,1990,2009,2016,87,2008,National,False,False,False,,none,False,False,
834,random,https://www.draftguru.com.au/players/george_horlin-smith/1,players/G/George_Horlin-Smith.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,George Horlin-Smith,1992,1993,2012,2019,58,2010,National,False,False,False,,none,False,False,
835,random,https://www.draftguru.com.au/players/will_day/1,players/W/Will_Day.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Will Day,2001,2001,2020,2025,76,2019,National,False,False,False,,none,False,False,
836,random,https://www.draftguru.com.au/players/nathan_lonie/1,players/N/Nathan_Lonie.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Nathan Lonie,1983,1983,2001,2008,104,2000,National,False,False,False,,none,False,False,
837,random,https://www.draftguru.com.au/players/joel_patfull/1,players/J/Joel_Patfull.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Joel Patfull,1984,1985,2006,2016,220,2002,Rookie,False,False,False,,none,False,False,
838,random,https://www.draftguru.com.au/players/xavier_o'neill/1,players/X/Xavier_ONeill.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Xavier O'Neill,2000,2000,2020,2023,39,2018,National,False,False,False,,none,False,False,
839,random,https://www.draftguru.com.au/players/darren_bolton/1,players/D/Darren_Bolton.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Darren Bolton,1976,1977,1999,1999,2,1998,Rookie,False,False,False,,none,False,False,
840,random,https://www.draftguru.com.au/players/kamdyn_mcintosh/1,players/K/Kamdyn_McIntosh.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Kamdyn McIntosh,1994,1994,2015,2025,213,2012,National,False,False,False,,none,False,False,
841,random,https://www.draftguru.com.au/players/daniel_foster/1,players/D/Daniel_Foster.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Daniel Foster,1982,1982,2000,2002,17,1999,National,False,False,False,,none,False,False,
842,random,https://www.draftguru.com.au/players/ben_hollands/1,players/B/Ben_Hollands.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Ben Hollands,1978,1978,1999,1999,8,1995,Pre-Draft,False,False,False,,none,False,False,
843,random,https://www.draftguru.com.au/players/josaia_delana/1,players/J/Josaia_Delana.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Josaia Delana,2006,2006,2025,2025,3,2024,Post-Draft,False,False,False,,none,False,False,
844,random,https://www.draftguru.com.au/players/ewan_thompson/1,players/E/Ewan_Thompson.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Ewan Thompson,1977,1977,1997,1997,4,1995,National,False,False,False,,none,False,False,
845,random,https://www.draftguru.com.au/players/curtly_hampton/1,players/C/Curtly_Hampton.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Curtly Hampton,1993,1993,2012,2018,63,2010,Pre-Draft,False,False,False,,none,False,False,
846,random,https://www.draftguru.com.au/players/noah_mraz/1,players/N/Noah_Mraz.html,target_not_registered,target_unregistered,TARGET_NOT_REGISTERED,Noah Mraz,2006,,,,,2024,National,False,False,False,,none,False,True,
847,random,https://www.draftguru.com.au/players/chad_liddell/1,players/C/Chad_Liddell.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Chad Liddell,1977,1977,1995,1998,29,1994,National,False,False,False,,none,False,False,
848,random,https://www.draftguru.com.au/players/nathan_vardy/1,players/N/Nathan_Vardy.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Nathan Vardy,1991,1991,2011,2021,77,2009,National,False,False,False,,none,False,False,
849,random,https://www.draftguru.com.au/players/harvey_thomas/1,players/H/Harvey_Thomas.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Harvey Thomas,2005,2005,2024,2025,40,2023,National,False,False,False,,none,False,False,
850,random,https://www.draftguru.com.au/players/james_harmes/1,players/J/James_Harmes.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,James Harmes,1995,1995,2015,2025,174,2013,Rookie,False,False,False,,none,False,False,
851,random,https://www.draftguru.com.au/players/kade_simpson/1,players/K/Kade_Simpson.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Kade Simpson,1984,1984,2003,2020,342,2002,National,False,False,False,,none,False,False,
852,random,https://www.draftguru.com.au/players/brenton_harris/1,players/B/Brenton_Harris.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Brenton Harris,1969,1969,1988,1988,2,1986,National,False,False,False,,none,False,False,
853,random,https://www.draftguru.com.au/players/matthew_rogers/1,players/M/Matthew_Rogers.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Matthew Rogers,1973,1974,1994,2004,197,1992,National,False,False,False,,none,False,False,
854,random,https://www.draftguru.com.au/players/james_podsiadly/1,players/J/James_Podsiadly.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,James Podsiadly,1981,1981,2010,2014,104,1999,Rookie,False,False,False,,none,False,False,
855,random,https://www.draftguru.com.au/players/danny_dickfos/1,players/D/Danny_Dickfos.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT_TOLERANCE;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Danny Dickfos,1970,1971,1996,1999,65,1992,Mid-Season,False,False,False,,none,False,False,
856,random,https://www.draftguru.com.au/players/brett_allison/1,players/B/Brett_Allison.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,Brett Allison,1968,1968,1987,2000,228,1999,National,False,False,False,,none,False,False,
857,random,https://www.draftguru.com.au/players/noah_howes/1,players/N/Noah_Howes.html,target_not_registered,target_unregistered,TARGET_NOT_REGISTERED,Noah Howes,2005,,,,,2024,Mid-Season,False,False,False,,none,False,True,
858,random,https://www.draftguru.com.au/players/john_georgiades/1,players/J/John_Georgiades.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,John Georgiades,1966,1966,1989,1991,15,1988,National,False,False,False,,none,False,False,
859,random,https://www.draftguru.com.au/players/sean_o'keeffe/1,players/S/Sean_OKeeffe.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Sean O'Keeffe,1982,1982,2002,2003,6,2000,National,False,False,False,,none,False,False,
860,random,https://www.draftguru.com.au/players/john_barker/1,players/J/John_Barker.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,John Barker,1975,1975,1994,2006,168,1992,National,False,False,False,,none,False,False,
861,random,https://www.draftguru.com.au/players/ashley_green/1,players/A/Ashley_Green.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Ashley Green,1973,1973,1992,1993,23,1989,National,False,False,False,,none,False,False,
862,random,https://www.draftguru.com.au/players/kieran_sporn/1,players/K/Kieran_Sporn.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Kieran Sporn,1966,1966,1989,1994,84,1986,National,False,False,False,,none,False,False,
863,random,https://www.draftguru.com.au/players/scott_welsh/1,players/S/Scott_Welsh.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Scott Welsh,1978,1978,1996,2009,205,1995,National,False,False,False,,none,False,False,
864,random,https://www.draftguru.com.au/players/tom_lynch/1,players/T/Tom_Lynch0.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Tom Lynch,1990,1990,2010,2021,164,2008,National,True,False,False,,none,False,True,
865,random,https://www.draftguru.com.au/players/will_hams/1,players/W/Will_Hams.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Will Hams,1994,1994,2013,2016,13,2012,Pre-Season,False,False,False,,none,False,False,
866,random,https://www.draftguru.com.au/players/steven_stretch/1,players/S/Steven_Stretch.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_BEFORE_EARLIEST_RECRUITMENT;SPAN_CONTAINS_EARLIEST_RECRUITMENT_YEAR;GAMES_INCONSISTENT;CLUB_HISTORY_OVERLAPS,Steven Stretch,1964,1964,1986,1995,189,1993,Pre-Season,False,False,False,,none,False,False,
867,random,https://www.draftguru.com.au/players/ben_warren/1,players/B/Ben_Warren.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Ben Warren,1989,1989,2009,2012,29,2006,National,False,False,False,,none,False,False,
868,random,https://www.draftguru.com.au/players/tom_hislop/1,players/T/Tom_Hislop.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Tom Hislop,1988,1988,2007,2011,27,2006,National,False,False,False,,none,False,False,
869,random,https://www.draftguru.com.au/players/danny_stanley/1,players/D/Danny_Stanley.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Danny Stanley,1988,1988,2007,2015,88,2005,National,False,False,False,,none,False,False,
870,random,https://www.draftguru.com.au/players/brendan_lee/1,players/B/Brendan_Lee.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Brendan Lee,1987,1987,2012,2012,2,2011,Rookie,False,False,False,,none,False,False,
871,random,https://www.draftguru.com.au/players/garth_taylor/1,players/G/Garth_Taylor.html,bridged,offline_strong,BIRTH_YEAR_CONSISTENT;DEBUT_NOT_BEFORE_EARLIEST_RECRUITMENT;GAMES_CONSISTENT;CLUB_HISTORY_OVERLAPS,Garth Taylor,1980,1980,1999,2000,15,1998,National,False,False,False,,none,False,False,
